temperature,rainfall,humidity
24.84,15.37,93.86
39.47,204.89,70.98
32.92,75.32,96.15
26.81,149.9,27.39
29.2,224.02,24.86
40.64,168.8,68.34
25.2,24.99,97.29
41.09,55.67,60.22
17.64,65.8,24.12
38.3,77.36,37.7
40.43,169.62,39.58
20.45,151.19,47.03
27.91,60.95,23.49
19.96,20.27,92.39
36.2,51.43,61.25
31.06,295.31,73.67
34.06,140.56,25.37
20.89,260.2,24.33
21.35,254.63,66.92
16.24,153.46,90.98
24.66,212.01,62.28
31.79,57.83,90.23
40.74,206.52,84.88
35.01,81.72,26.07
28.06,249.62,36.16
43.59,25.12,72.62
36.58,231.94,55.48
42.9,29.98,43.26
30.83,264.36,53.49
22.77,91.26,55.62
16.58,196.32,92.84
36.78,146.25,28.28
18.64,109.89,42.38
24.08,193.63,63.01
30.97,284.26,75.86
31.93,12.38,70.45
33.02,275.66,95.33
19.99,182.72,83.65
26.39,242.19,64.57
33.52,115.16,37.17
44.09,141.55,56.07
36.83,260.66,75.47
42.68,124.45,87.04
37.87,160.4,96.78
32.75,6.06,68.44
20.76,47.58,62.15
35.0,192.51,21.42
33.7,215.09,25.77
33.07,174.78,32.49
29.69,42.99,24.38
30.86,133.62,52.07
25.03,106.53,46.95
30.58,148.7,70.99
20.93,261.1,62.85
39.16,232.76,67.68
20.57,25.2,57.76
17.55,267.09,42.22
28.09,141.53,96.23
34.75,223.16,26.91
28.13,42.01,95.11
23.3,201.22,44.9
31.75,70.9,61.01
25.41,131.51,28.71
42.99,5.06,25.67
42.68,45.48,54.36
30.07,27.62,79.34
24.84,71.92,41.55
37.11,30.01,64.99
16.1,207.57,42.29
29.24,8.71,51.09
25.09,185.32,92.52
42.62,42.21,88.47
15.36,283.55,61.28
31.58,279.93,39.05
37.22,67.65,35.45
29.55,184.33,96.33
17.56,8.4,36.22
44.17,279.54,84.65
30.54,156.9,49.52
33.43,12.97,98.85
22.1,102.75,49.45
29.5,23.05,48.12
27.87,117.88,71.0
17.25,200.98,96.92
18.18,140.97,98.1
40.12,115.12,76.58
22.19,35.75,80.37
20.85,73.48,65.07
30.15,30.04,80.46
38.06,242.25,88.78
16.86,40.57,58.89
32.3,178.61,69.59
18.58,102.82,62.99
16.09,67.79,65.0
16.58,191.84,91.2
40.02,137.1,48.45
18.54,120.04,36.65
16.35,177.86,56.5
28.14,147.38,36.65
40.32,91.05,59.87
22.87,167.72,92.28
27.65,200.85,69.39
16.2,8.01,88.43
28.47,139.76,33.3
32.33,17.3,92.07
32.13,55.92,68.14
24.97,168.15,22.54
24.47,259.86,70.65
18.2,264.84,96.11
26.0,20.98,26.33
17.98,125.73,66.6
38.0,174.9,93.24
43.99,44.12,20.78
44.1,229.63,70.47
40.95,223.27,57.99
33.02,271.0,47.76
36.03,2.55,70.2
23.56,65.01,24.22
33.92,248.16,80.25
28.67,201.17,20.36
29.46,268.32,44.55
37.73,17.15,60.32
23.46,179.09,50.16
24.54,170.71,44.6
42.74,10.7,86.47
16.69,154.06,94.79
29.57,182.86,89.9
42.38,57.39,61.79
33.31,82.0,90.73
31.39,192.1,93.67
22.49,140.49,52.74
25.3,257.4,42.68
40.56,102.71,27.86
31.78,80.0,58.33
30.44,295.46,95.7
17.99,273.34,64.87
15.48,8.7,73.4
43.91,231.22,29.03
26.31,33.1,31.48
33.1,8.25,57.16
17.39,82.11,96.1
35.49,80.8,48.86
42.98,245.8,90.2
32.27,213.2,29.62
18.78,294.48,69.36
32.45,213.45,68.05
37.99,125.48,88.79
27.19,209.68,20.27
41.4,299.84,35.19
34.46,213.04,37.58
41.98,228.5,96.0
33.71,281.51,32.3
18.94,34.1,22.96
24.29,211.44,62.76
21.05,255.24,62.28
42.26,286.31,87.52
37.81,63.29,95.91
35.29,151.18,63.08
24.03,204.17,94.4
20.52,74.24,78.01
37.69,180.14,41.16
29.22,77.27,94.27
21.77,100.04,73.4
33.5,132.46,53.13
16.21,158.76,74.42
24.79,134.81,52.11
29.06,147.96,29.13
19.44,89.58,77.52
44.54,47.69,85.93
21.27,14.2,78.3
18.91,58.79,38.33
21.11,174.58,96.53
38.07,235.83,22.02
27.77,50.77,46.61
31.96,32.57,40.81
15.63,224.79,23.85
16.03,91.55,52.46
28.37,285.45,69.85
39.5,214.3,90.6
41.56,98.03,99.18
17.6,86.86,84.65
31.15,157.11,57.49
42.4,23.74,77.9
26.64,35.3,87.49
39.89,52.76,57.22
19.01,232.42,82.8
43.06,154.16,58.61
37.54,3.17,50.92
43.24,202.05,62.09
35.3,127.11,74.07
25.9,153.26,78.15
43.15,64.23,48.54
23.27,165.53,65.71
24.97,293.75,92.79
36.02,22.03,98.11
37.96,85.18,38.18
42.88,72.9,35.43
21.14,74.56,74.13
38.94,113.61,53.17
37.16,245.43,21.94
16.91,273.86,47.75
26.62,60.66,84.54
23.48,162.88,83.79
24.13,191.07,59.57
44.49,156.55,57.81
34.28,130.22,66.36
36.53,57.59,37.55
44.3,146.47,62.08
26.32,120.36,20.88
39.06,238.67,58.04
28.04,229.08,46.88
41.09,40.2,73.99
20.42,26.56,71.07
43.43,272.45,50.47
21.56,160.65,20.58
24.79,257.34,40.18
37.69,17.45,70.67
26.81,157.95,25.79
33.25,161.83,28.61
28.34,258.21,71.76
37.27,29.28,80.46
21.85,72.13,45.72
16.75,121.96,59.17
24.0,259.75,95.66
29.23,281.66,95.64
20.04,297.82,44.6
25.64,287.76,84.8
27.0,1.78,67.52
16.72,14.31,98.04
32.5,44.28,58.21
41.53,104.66,81.98
19.55,248.98,81.45
32.93,267.8,59.79
34.94,56.05,83.65
27.58,185.9,40.88
36.03,275.21,29.78
27.32,139.12,54.01
30.14,31.06,95.49
15.22,137.34,60.06
35.75,112.74,70.82
34.84,173.3,69.93
16.15,131.6,30.61
26.05,5.2,51.22
44.37,298.2,76.56
27.62,163.06,97.76
30.06,142.09,33.44
42.3,286.39,52.84
36.52,46.76,27.61
32.46,56.77,39.39
38.93,242.4,50.14
40.93,78.25,63.25
28.71,239.77,38.45
29.25,81.46,38.21
26.58,9.96,82.23
44.0,155.1,97.01
35.91,59.01,45.89
17.5,227.35,75.04
40.89,192.36,40.65
29.42,277.08,94.24
17.06,234.9,73.83
31.49,54.23,84.21
27.51,240.05,23.95
41.33,192.52,67.88
21.12,200.69,62.21
39.79,249.68,43.44
31.73,172.15,40.99
16.64,139.8,66.4
44.16,190.99,76.52
30.38,89.39,22.65
23.73,54.78,65.39
29.08,184.98,33.64
40.74,70.15,31.23
24.15,23.97,69.85
20.78,0.17,44.87
18.87,182.5,55.27
23.94,108.64,48.8
38.4,225.69,71.87
29.15,112.55,57.61
21.82,145.8,97.08
19.99,122.13,48.19
24.98,195.17,79.22
43.2,106.84,40.58
25.29,289.13,60.7
44.64,280.84,64.21
29.56,254.41,46.33
20.37,276.09,57.74
41.73,134.74,42.34
28.81,160.93,20.48
36.29,222.63,37.25
44.51,208.84,76.01
16.51,267.2,81.68
17.9,214.9,42.42
36.61,299.37,52.64
23.45,104.55,22.99
20.53,249.9,38.97
16.18,209.29,82.34
15.66,207.42,68.48
38.23,97.75,36.46
19.03,235.68,40.6
29.03,270.11,85.34
33.18,65.56,36.73
27.85,187.65,46.73
15.81,117.64,73.15
38.51,296.86,64.89
15.32,143.65,56.87
37.86,68.5,91.98
41.8,114.56,37.58
27.99,196.15,79.31
31.07,22.83,32.73
29.31,181.08,69.26
26.68,279.37,89.65
41.62,255.11,56.63
41.82,20.3,77.94
25.07,298.02,85.63
33.45,209.62,30.88
42.81,48.68,76.47
43.86,3.72,93.59
30.27,51.38,66.11
28.58,251.45,34.89
23.36,6.49,30.16
43.77,69.94,40.78
19.28,227.19,28.28
32.39,175.83,61.07
23.48,234.82,25.58
23.37,223.85,37.87
27.15,15.18,55.19
44.96,267.75,57.91
16.65,68.11,65.23
32.36,166.02,76.45
17.48,193.29,23.78
19.64,50.59,26.45
28.19,292.87,24.87
30.31,146.45,53.85
22.76,17.29,23.35
24.49,281.18,79.69
17.61,175.88,37.84
24.1,209.76,95.14
44.0,157.55,58.91
43.34,250.42,55.71
25.05,9.94,82.44
32.13,80.51,77.05
42.29,140.89,68.58
15.19,22.98,94.81
39.32,211.77,53.78
43.45,118.1,84.68
17.74,81.8,50.41
19.84,1.01,87.07
43.82,215.95,40.76
31.13,250.14,43.14
15.43,118.51,74.23
22.73,169.27,37.02
28.5,68.31,38.33
35.79,186.66,44.42
36.99,3.64,74.31
44.86,146.59,91.15
23.63,193.26,73.97
31.15,275.46,86.23
31.0,114.4,63.48
27.17,229.56,25.51
20.07,179.31,28.04
44.32,278.1,64.35
40.6,119.51,46.22
29.95,95.73,37.65
33.1,266.14,57.3
21.82,14.77,73.32
31.31,40.92,50.8
35.85,24.72,84.2
30.46,252.93,79.08
44.71,3.18,78.79
33.34,258.5,98.82
26.13,135.38,43.62
38.16,1.21,71.58
20.11,120.49,88.44
26.54,56.04,66.36
25.41,187.32,83.16
27.95,203.81,53.16
38.45,146.26,67.24
29.53,12.16,24.45
38.82,196.84,98.86
32.29,252.61,84.0
25.26,216.1,89.5
39.3,248.99,75.54
22.15,60.15,34.88
21.73,266.67,22.48
30.14,96.66,89.17
22.83,4.02,51.71
15.27,253.02,41.11
34.45,282.55,64.93
30.33,196.67,53.67
28.37,69.43,72.13
44.01,75.52,58.7
32.14,139.98,75.78
40.9,269.35,88.27
19.18,44.88,35.64
32.08,247.79,46.35
41.04,87.39,54.95
32.49,242.58,96.96
36.54,276.08,49.23
26.16,128.25,50.49
17.77,109.52,72.28
28.74,240.67,53.54
26.83,158.84,96.1
41.01,205.33,91.56
22.32,186.85,61.07
44.0,45.87,71.58
43.74,253.44,24.64
22.43,58.73,75.66
25.44,279.68,76.58
41.87,75.17,48.74
44.0,220.16,37.57
28.3,85.4,93.21
24.63,95.34,54.14
30.78,93.0,72.3
35.63,224.37,22.67
23.2,167.04,53.13
37.09,264.89,85.38
16.55,92.21,51.01
16.48,207.6,68.25
26.59,225.88,36.79
25.6,45.44,53.32
24.47,120.18,94.21
29.73,144.85,65.32
24.62,106.71,92.15
20.77,96.63,92.16
24.28,205.93,95.53
44.25,64.76,91.63
27.33,212.82,20.26
28.34,280.51,94.72
32.3,169.56,31.0
44.5,183.43,23.19
22.25,20.68,24.43
35.44,259.34,47.91
36.48,85.63,69.66
33.22,184.52,52.18
17.66,293.73,22.04
35.31,178.65,58.12
16.92,217.41,55.37
32.88,133.6,80.55
37.19,18.11,42.37
21.33,239.28,37.4
40.25,10.5,40.48
15.91,210.2,44.3
40.31,6.88,67.93
28.81,258.69,57.72
21.53,47.29,46.95
19.01,154.28,49.95
43.6,179.15,49.67
17.18,137.26,97.79
20.97,102.23,38.64
25.43,140.34,85.44
33.61,93.42,76.66
31.34,131.44,20.45
18.77,107.67,99.45
23.69,169.86,80.52
22.16,71.38,74.6
21.41,296.6,52.43
27.33,150.26,64.42
36.12,58.25,40.26
21.52,143.12,22.84
26.0,259.92,86.88
26.73,6.54,91.72
44.29,203.87,33.0
43.64,164.39,82.96
39.0,50.87,79.29
22.25,245.24,34.27
17.04,110.67,53.75
24.51,88.14,53.82
23.0,248.44,80.8
30.18,191.56,87.01
38.33,269.48,27.58
40.75,188.97,65.04
40.35,222.25,80.94
25.79,250.93,82.9
35.62,16.42,31.84
24.39,232.81,62.04
16.83,184.11,88.6
36.05,20.85,45.48
15.29,152.57,54.01
27.28,24.74,84.35
24.88,220.78,27.15
35.8,163.95,88.76
37.99,286.07,44.89
24.12,54.94,20.12
39.35,181.81,38.73
23.82,63.47,27.16
28.39,184.22,27.39
36.81,216.79,75.43
35.79,216.69,37.12
44.62,244.52,94.78
21.75,256.07,61.32
34.87,23.18,56.81
33.29,102.98,54.74
42.45,206.14,75.41
19.69,149.58,56.18
37.55,57.2,30.29
32.05,165.81,90.41
23.24,122.23,54.27
29.23,117.01,25.92
25.01,242.93,62.35
32.38,122.28,71.79
41.67,7.94,42.05
32.08,17.42,84.03
33.95,256.87,73.58
30.56,288.18,72.03
16.53,206.52,53.67
21.99,109.31,96.95
29.76,281.58,41.94
24.31,198.84,66.22
20.45,253.3,44.72
30.12,229.76,79.58
24.68,113.74,23.82
22.74,143.61,23.67
28.92,55.84,84.87
19.0,87.6,54.74
42.83,233.44,47.29
41.03,268.19,68.6
36.23,217.34,76.15
18.19,139.55,36.1
38.28,25.95,34.83
39.24,17.08,96.65
38.03,112.3,67.17
18.42,139.15,51.21
34.32,182.74,84.12
40.03,1.95,62.01
32.32,296.92,39.33
34.39,109.18,36.54
28.75,254.43,51.75
30.86,160.49,88.79
16.03,39.13,24.92
34.17,239.27,37.48
17.44,212.95,91.45
28.05,158.23,29.74
23.78,154.37,70.37
31.36,26.24,37.08
19.0,196.75,68.47
35.75,273.37,50.65
38.85,27.97,28.13
19.9,79.05,66.6
18.13,270.69,74.64
19.37,85.3,74.42
41.31,196.18,70.96
30.85,160.45,60.02
29.02,178.9,61.56
18.2,124.74,70.85
34.49,90.0,75.22
41.04,14.56,72.39
39.85,223.28,66.96
33.78,223.83,32.47
17.26,201.22,36.85
18.37,193.09,40.82
16.48,73.12,93.57
22.72,6.7,80.75
19.07,242.61,64.23
22.8,147.34,40.16
26.55,92.05,28.87
43.29,30.58,91.9
33.31,18.82,91.41
40.05,104.66,28.86
36.31,241.42,83.78
18.38,275.62,55.73
37.08,269.03,45.92
23.25,276.0,79.13
34.17,272.32,69.15
25.23,158.17,82.4
44.93,65.82,25.95
22.91,239.41,45.49
23.37,64.11,45.55
42.92,80.16,46.38
15.74,69.98,60.2
35.9,154.49,42.64
36.76,96.55,55.55
40.09,46.25,49.42
44.23,135.95,78.82
44.27,262.17,68.28
16.96,171.17,72.29
39.66,263.5,36.85
34.39,58.76,46.04
34.42,50.09,21.69
18.85,172.67,28.67
34.51,139.0,41.2
44.47,198.05,25.24
42.35,238.39,68.21
28.17,225.39,99.85
16.2,282.68,28.07
25.87,119.48,85.7
39.79,61.92,29.51
36.04,165.27,73.59
28.78,33.22,71.45
16.65,86.66,92.22
27.81,62.37,29.12
29.07,118.97,45.24
42.86,33.36,27.26
34.23,9.55,52.59
24.35,197.04,92.93
30.76,183.07,82.52
16.98,212.51,77.83
44.18,198.12,62.64
25.8,34.29,90.68
29.34,87.32,55.96
25.66,38.86,31.97
35.48,252.89,87.01
34.87,224.07,42.37
36.46,60.46,24.29
23.04,102.39,30.08
24.47,289.98,68.72
18.76,178.25,68.57
34.67,240.35,40.81
16.19,79.38,78.17
32.93,63.02,81.89
41.09,235.18,93.64
41.72,205.76,66.79
28.47,204.29,82.35
28.78,165.79,80.25
17.31,169.07,40.62
35.12,220.71,44.82
39.64,81.0,58.28
22.34,105.83,21.52
27.64,261.49,43.79
40.17,92.66,57.91
41.31,163.89,28.65
22.3,210.79,30.1
31.52,299.98,57.06
20.77,130.59,78.48
18.06,128.43,86.7
42.33,252.78,63.71
39.62,241.65,57.98
37.8,219.32,50.74
16.46,138.97,35.44
40.31,97.18,31.72
28.14,182.62,83.35
25.27,262.87,57.2
31.39,265.13,83.23
17.74,32.55,76.33
37.7,128.51,35.51
32.47,139.42,60.82
20.6,293.28,55.52
20.65,203.4,53.91
20.53,122.17,63.41
16.71,7.82,98.57
32.63,169.62,85.03
40.21,28.82,92.3
15.52,250.33,22.37
16.47,225.76,31.23
32.18,138.15,26.78
39.58,128.76,41.06
24.8,269.2,55.35
25.49,86.54,71.36
32.89,74.71,60.07
23.23,281.76,92.25
15.8,242.77,95.19
37.06,246.19,33.08
33.77,58.56,88.23
32.42,42.99,58.54
37.25,7.81,56.27
35.26,71.11,82.8
21.18,232.26,27.45
25.57,72.01,90.6
18.78,218.73,73.67
18.9,75.57,90.02
35.29,118.59,99.56
40.76,294.95,61.44
43.88,73.44,27.46
33.85,112.91,33.32
20.52,90.33,45.89
18.17,32.89,28.28
39.39,146.97,85.23
32.36,113.61,43.75
33.55,208.47,98.07
38.44,245.28,76.21
36.1,163.27,33.87
40.03,9.66,58.08
16.69,185.68,57.35
37.43,16.62,59.4
40.53,184.91,62.86
23.58,205.51,22.49
34.21,59.33,74.9
24.42,245.8,58.98
43.74,273.33,83.28
16.0,243.93,85.23
32.39,91.53,38.44
20.0,175.99,23.87
36.37,274.44,76.26
20.28,96.2,98.22
22.06,246.01,55.73
29.83,2.84,40.77
42.45,1.09,32.53
21.35,227.91,43.0
19.33,228.43,46.23
37.77,236.69,53.91
30.02,279.01,72.43
42.35,35.37,41.85
19.4,69.6,24.08
34.38,271.12,49.86
21.99,53.17,88.45
19.7,204.67,59.87
35.5,159.14,97.18
32.81,24.96,60.29
37.64,85.58,42.07
24.28,156.11,35.47
28.44,255.71,75.56
27.16,212.26,62.91
44.52,186.56,68.32
23.77,148.81,80.41
23.84,89.61,78.07
25.64,35.77,23.47
31.94,122.72,84.21
22.57,8.56,62.62
42.46,63.32,51.34
22.97,129.75,63.0
41.87,125.58,69.0
18.1,13.29,31.96
34.7,176.72,53.39
42.21,164.91,46.85
20.06,23.43,48.03
44.05,282.95,27.31
28.59,29.81,32.79
43.37,256.45,32.95
35.3,0.09,49.86
24.05,264.68,91.56
20.65,5.92,36.48
24.11,227.34,53.3
17.79,108.51,44.93
19.32,221.47,82.99
18.14,120.52,24.01
27.69,21.27,35.72
38.87,230.25,36.85
19.24,21.38,99.44
18.91,276.64,65.66
34.3,15.29,31.12
20.92,143.8,41.78
17.93,216.91,33.43
20.01,117.97,29.97
42.71,65.17,83.77
39.64,227.73,59.66
25.62,235.29,70.5
34.67,276.81,46.5
31.12,112.85,64.3
35.31,151.88,40.61
35.48,108.94,44.64
33.86,77.12,72.18
22.98,225.31,32.03
16.17,101.9,69.38
28.67,128.44,88.18
41.73,121.1,29.63
32.08,213.8,91.8
39.97,275.34,26.36
44.75,200.03,47.91
19.91,141.47,68.84
35.75,233.76,64.75
35.23,192.29,27.71
44.4,18.18,83.91
44.57,28.7,97.85
35.6,11.38,34.5
22.31,137.04,91.61
38.96,247.76,64.54
18.21,93.92,94.87
38.42,115.25,34.09
42.31,272.84,83.36
26.49,251.07,24.78
33.92,199.51,90.66
27.9,80.04,73.93
28.13,35.11,49.62
24.31,4.82,35.24
37.86,32.1,85.32
43.09,87.78,68.26
43.22,165.54,48.83
20.24,19.2,55.51
41.24,40.87,86.12
37.12,54.32,47.11
22.59,189.59,27.17
17.02,184.74,92.9
23.04,165.23,50.99
42.37,75.15,47.87
34.0,111.34,36.35
36.63,29.01,91.79
22.71,67.94,37.4
36.58,269.31,70.93
15.84,293.91,90.46
26.26,194.3,22.79
33.8,275.05,86.3
19.38,192.82,52.85
39.69,9.96,72.64
22.05,299.03,49.79
34.57,29.69,75.64
27.16,204.79,40.34
32.88,75.85,21.75
18.22,117.59,95.82
15.51,193.78,21.31
42.29,130.95,85.93
23.09,75.16,33.53
39.59,100.33,51.38
44.98,102.46,85.8
21.34,287.8,36.47
22.96,239.58,89.26
34.89,137.56,59.82
43.96,59.95,49.29
42.47,243.3,73.0
30.09,47.15,47.31
38.85,63.14,47.78
19.07,109.8,78.68
44.32,264.1,44.79
43.93,39.54,36.06
19.91,36.67,84.61
23.98,148.19,84.43
18.0,82.92,59.81
23.15,170.62,62.13
39.48,135.49,75.69
26.35,130.49,60.74
17.65,33.59,53.36
25.27,42.31,99.59
44.44,246.32,31.81
33.89,265.76,67.42
27.48,70.41,90.87
20.0,34.04,74.98
44.59,16.03,90.47
39.63,182.49,46.91
23.44,214.61,41.76
17.1,111.84,88.1
16.7,203.9,51.53
18.61,213.89,76.77
32.42,280.6,31.82
42.86,19.46,80.47
29.9,57.69,63.92
40.29,20.56,41.49
28.38,260.4,59.56
36.26,237.78,75.76
36.96,172.39,20.95
20.22,25.1,71.0
25.84,81.99,63.33
34.12,89.32,37.62
17.12,168.22,80.24
25.85,77.41,44.28
31.04,21.89,42.15
44.89,219.23,57.7
29.24,89.72,74.09
39.48,135.71,94.31
27.96,38.3,31.31
38.89,240.76,51.72
32.86,169.66,25.36
41.6,270.48,80.68
27.33,148.64,55.82
33.13,282.43,76.55
33.9,267.56,45.78
27.52,172.94,87.55
19.33,280.17,62.79
17.81,96.93,95.49
15.5,109.69,26.31
41.21,13.64,61.14
22.09,176.76,81.32
21.35,216.58,68.01
37.08,232.06,21.86
24.6,44.94,97.79
30.18,133.25,43.86
19.88,53.06,39.94
43.79,198.64,58.85
40.55,47.38,63.37
40.91,271.25,81.3
27.2,69.19,51.46
37.87,87.42,55.2
19.32,255.27,62.8
15.26,137.54,51.55
15.6,7.2,93.16
32.6,148.38,88.1
28.66,25.36,56.4
30.54,295.6,20.02
15.22,176.43,92.07
27.68,76.96,29.95
36.54,169.12,39.56
28.28,23.06,32.19
36.97,239.97,34.39
21.99,277.6,84.23
39.39,262.33,66.36
32.65,102.53,96.49
21.32,97.73,38.52
22.1,10.53,58.85
33.84,195.42,98.19
39.9,160.47,86.12
27.47,137.8,78.29
22.75,272.29,35.12
41.01,50.36,81.55
35.08,2.9,47.81
28.44,21.99,62.44
29.64,67.01,68.73
21.13,9.99,68.75
33.8,150.85,78.12
25.76,94.23,72.94
44.87,54.14,25.47
29.41,225.03,56.59
29.58,61.34,73.12
31.98,206.28,43.68
42.5,104.78,45.04
39.02,153.55,29.97
28.53,280.16,53.49
36.56,11.21,98.95
32.59,150.08,42.83
29.77,256.33,62.51
20.77,176.39,79.46
28.92,83.06,21.08
22.37,119.3,92.04
42.45,204.08,50.92
25.06,267.24,89.53
43.57,12.32,23.12
30.99,21.46,31.65
33.95,97.52,45.8
31.29,69.83,47.64
18.88,79.48,87.82
26.27,66.38,20.9
17.97,58.75,71.29
33.69,39.19,30.5
28.41,280.19,85.86
38.34,43.26,82.29
21.61,61.32,59.99
19.94,73.88,37.01
27.19,279.9,70.76
42.8,226.71,32.5
36.31,236.91,35.2
27.57,31.43,70.14
30.52,250.89,99.3
17.53,122.46,91.28
44.54,78.85,67.45
34.99,172.73,63.08
23.56,246.65,99.87
32.57,233.6,63.79
18.28,267.0,53.61
43.98,278.44,92.76
20.24,71.44,38.73
34.44,127.16,27.8
22.36,4.39,70.73
36.53,263.8,27.67
38.3,46.37,49.85
35.2,258.44,53.89
33.43,98.82,63.8
41.77,110.44,99.33
17.36,11.74,37.68
24.93,98.06,50.06
22.45,266.51,30.58
44.64,7.66,68.61
26.68,121.9,78.21
36.98,9.42,58.57
35.54,111.28,39.67
21.36,51.79,69.67
22.17,75.67,63.13
23.44,263.28,33.69
27.33,130.81,52.45
22.03,82.14,54.82
15.59,176.8,98.61
41.38,42.63,87.94
43.97,77.82,78.75
25.25,163.87,91.1
25.16,71.26,78.84
15.21,203.74,92.27
35.41,147.45,24.36
39.76,231.6,56.49
19.4,284.47,79.75
19.79,34.74,66.66
38.7,100.4,34.01
33.49,95.86,47.24
16.35,45.35,45.42
33.68,243.09,40.91
24.27,227.96,47.45
26.06,145.33,61.19
38.09,161.33,88.39
39.33,17.86,79.36
27.01,166.65,86.82
43.41,237.4,90.69
27.19,172.15,53.29
38.16,79.59,47.68
29.52,200.26,24.61
41.93,108.45,94.44
42.23,163.46,25.27
17.62,146.27,79.29
43.09,114.35,50.25
39.77,215.66,95.9
38.74,265.16,53.57
21.03,1.56,85.33
39.15,280.08,42.61
40.5,153.45,43.93
23.67,210.22,67.64
43.57,256.69,99.84
16.5,140.13,61.41
19.5,250.49,94.9
31.13,53.29,82.9
32.27,47.75,83.67
34.35,197.24,54.88
15.51,261.04,50.92
43.81,267.73,35.35
16.34,193.12,97.12
19.29,157.65,96.75
15.42,99.42,79.77
32.01,294.0,43.7
42.97,95.91,39.61
34.98,223.26,99.09
39.68,159.59,25.32
15.4,182.55,87.49
31.26,118.04,48.44
28.79,289.45,53.51
29.97,171.5,86.56
17.17,281.34,27.25
35.53,2.28,48.33
30.1,171.8,96.16
37.95,215.16,75.93
29.56,223.52,80.4
19.48,271.49,80.6
34.45,1.32,24.85
20.17,0.1,36.26
41.17,141.68,59.3
33.39,8.79,49.45
19.72,292.36,52.87
43.87,66.62,82.52
30.55,141.8,21.17
17.19,18.34,72.84
33.8,156.61,20.01
22.6,113.99,25.04
39.11,13.4,52.66
39.53,100.54,87.28
44.37,117.43,31.6
30.06,296.98,64.37
28.65,62.37,74.28
37.6,163.43,38.36
18.97,296.19,60.99
31.41,237.61,92.91
31.39,298.01,60.98
17.68,290.49,32.59
27.54,146.86,70.23
40.6,208.91,67.38
40.68,33.13,22.16
17.98,132.34,27.25
17.72,242.71,32.54
22.88,151.6,30.9
41.24,210.81,40.76
18.87,223.73,56.33
36.6,76.04,49.74
18.03,262.71,91.25
33.69,137.95,68.97
25.68,63.06,90.09
38.67,259.62,62.16
22.01,125.35,27.19
34.18,225.09,57.06
22.07,164.41,85.76
36.41,114.56,35.53
41.21,242.96,27.3
18.8,175.34,46.35
41.0,117.17,51.11
32.81,32.88,44.5
18.81,268.63,30.82
27.83,10.64,40.07
19.83,258.96,74.58
36.01,107.99,50.87
37.77,191.8,70.6
18.17,276.66,62.9
30.18,45.51,63.92
39.44,170.09,39.88
43.08,229.33,61.72
30.41,227.28,21.89
43.51,157.69,54.54
31.07,187.42,65.81
26.83,227.26,34.56
40.45,252.31,40.52
29.79,228.54,37.56
29.16,106.2,25.64
29.71,299.02,47.83
40.4,130.35,98.32
39.96,7.34,48.31
27.11,108.79,56.84
25.0,38.33,72.25
29.76,36.43,71.88
32.18,84.46,95.99
22.15,16.01,88.61
38.82,206.55,83.52
29.59,22.2,96.13
25.02,60.99,38.46
18.2,27.87,69.36
22.17,18.95,90.98
43.48,80.33,69.93
24.15,171.57,98.19
20.07,289.41,28.03
28.82,262.67,55.15
24.21,262.78,98.19
16.05,52.82,50.37
24.69,79.47,79.16
31.32,22.92,22.43
31.55,233.54,75.59
25.7,20.94,94.77
28.42,167.01,50.62
43.97,74.36,21.7
26.32,73.03,22.23
22.75,297.22,91.36
22.3,227.03,77.8
28.73,251.08,28.53
37.79,171.59,24.37
21.18,261.3,84.39
36.28,193.65,84.79
15.63,283.85,29.64
27.57,84.4,44.12
38.28,178.6,82.4
25.16,207.04,62.03
31.91,117.88,96.53
21.15,263.91,58.49
37.26,293.94,74.16
16.57,148.13,60.78
40.58,117.19,95.44
20.95,141.58,51.89
41.23,255.82,38.38
25.58,193.64,46.13
36.68,13.43,88.22
24.58,162.65,59.84
42.18,5.19,48.34
18.8,233.56,63.54
20.36,98.49,30.66
29.79,141.6,20.43
17.46,239.6,42.45
20.88,13.93,68.4
43.31,47.56,76.93
44.29,119.39,86.13
26.29,68.98,94.13
42.7,101.37,52.97
31.34,299.45,79.24
23.09,247.62,25.97
36.07,265.17,24.6
34.77,281.12,29.98
44.67,102.28,55.89
22.95,89.12,36.9
35.16,70.22,42.95
16.56,249.04,71.83
18.41,203.87,48.68
15.12,70.85,64.59
44.98,113.1,52.99
39.07,152.01,33.52
38.6,158.44,25.92
30.29,266.62,38.9
24.0,114.17,24.62
19.54,272.56,69.49
23.54,132.41,83.66
26.28,223.91,47.18
37.69,279.08,50.97
31.19,272.27,85.3
17.32,17.09,37.81
15.54,61.71,29.53
18.07,143.07,60.09
27.31,129.47,71.7
43.0,192.27,67.97
34.12,283.41,77.11
39.05,33.72,24.54
28.99,135.56,54.26
25.85,57.72,39.09
18.25,268.23,80.73
41.28,289.37,89.82
38.49,143.61,42.51
20.04,31.2,27.62
30.37,235.59,40.27
29.62,209.14,28.32
33.75,106.4,45.79
43.39,266.22,63.06
32.39,292.75,97.89
31.21,167.36,51.95
16.51,169.72,37.6
16.89,89.25,33.34
20.62,175.35,33.84
15.97,131.89,35.41
37.3,90.66,80.98
36.7,20.16,24.88
19.08,75.81,99.79
40.08,59.36,61.81
19.64,162.61,63.54
24.04,180.5,48.61
